section_id,report_id,year,section_index,heading,all_headings_same_start,heading_sources,theme,start_pdf_page,end_pdf_page,word_count,section_text_path
R2009_S025,R2009,2009,25,15. s amtidig förskrivning av tre eller fler psykofarmaka,15. s amtidig förskrivning av tre eller fler psykofarmaka,toc,ovrigt,58,59,431,data/corpus_2026/texts/sections/2009/R2009_S025_15-s-amtidig-forskrivning-av-tre-eller-fler-psykof.txt
R2009_S026,R2009,2009,26,16 . Förskrivning av riskfyllda läkemedelskombinationer,16 . Förskrivning av riskfyllda läkemedelskombinationer,toc,lakemedel_och_patientsakerhet,60,61,400,data/corpus_2026/texts/sections/2009/R2009_S026_16-forskrivning-av-riskfyllda-lakemedelskombinatio.txt
R2009_S027,R2009,2009,27,Medicinskt stöd i äldreomsorgen,Medicinskt stöd i äldreomsorgen,toc,ovrigt,62,62,325,data/corpus_2026/texts/sections/2009/R2009_S027_medicinskt-stod-i-aldreomsorgen.txt
R2009_S028,R2009,2009,28,17. oplanerade inläggningar på sjukhus,17. oplanerade inläggningar på sjukhus,toc,ovrigt,63,64,344,data/corpus_2026/texts/sections/2009/R2009_S028_17-oplanerade-inlaggningar-pa-sjukhus.txt
R2009_S029,R2009,2009,29,18 . hälsotillstånd tre månader efter stroke,18 . hälsotillstånd tre månader efter stroke | Stöd till personer som har drabbats av stroke,toc,jamlikhet_och_minoritetsperspektiv,65,67,691,data/corpus_2026/texts/sections/2009/R2009_S029_18-halsotillstand-tre-manader-efter-stroke.txt
R2009_S030,R2009,2009,30,19 . Funktionsförmåga tre månader efter stroke,19 . Funktionsförmåga tre månader efter stroke,toc,jamlikhet_och_minoritetsperspektiv,68,69,391,data/corpus_2026/texts/sections/2009/R2009_S030_19-funktionsformaga-tre-manader-efter-stroke.txt
R2009_S031,R2009,2009,31,20. andel nöjda med stödet från kommunen eller,20. andel nöjda med stödet från kommunen eller,toc,brukarperspektiv_och_kvalitet,70,71,343,data/corpus_2026/texts/sections/2009/R2009_S031_20-andel-nojda-med-stodet-fran-kommunen-eller.txt
R2009_S032,R2009,2009,32,Avlidna på sjukhus,Avlidna på sjukhus | sjukvården efter sjukhusvistelsen Stöd i livets slutskede,toc | xlsx_heading_search,ovrigt,72,73,457,data/corpus_2026/texts/sections/2009/R2009_S032_avlidna-pa-sjukhus.txt
R2009_S033,R2009,2009,33,21. Informerande samtal med döende,21. Informerande samtal med döende,toc,ovrigt,74,74,278,data/corpus_2026/texts/sections/2009/R2009_S033_21-informerande-samtal-med-doende.txt
R2009_S034,R2009,2009,34,22. smärtskattning sista levnadsveckan,22. smärtskattning sista levnadsveckan,toc,ovrigt,75,75,282,data/corpus_2026/texts/sections/2009/R2009_S034_22-smartskattning-sista-levnadsveckan.txt
R2009_S035,R2009,2009,35,23. någon närvarande i dödsögonblicket,23. någon närvarande i dödsögonblicket,toc,ovrigt,76,76,245,data/corpus_2026/texts/sections/2009/R2009_S035_23-nagon-narvarande-i-dodsogonblicket.txt
R2009_S036,R2009,2009,36,24. eftersamtal med närstående,24. eftersamtal med närstående,toc,ovrigt,77,77,256,data/corpus_2026/texts/sections/2009/R2009_S036_24-eftersamtal-med-narstaende.txt
R2009_S037,R2009,2009,37,25. a vlidna på sjukhus,25. a vlidna på sjukhus,toc,ovrigt,78,80,489,data/corpus_2026/texts/sections/2009/R2009_S037_25-a-vlidna-pa-sjukhus.txt
R2009_S038,R2009,2009,38,Kostnader,Avvikelse från standardkostnad | Kostnader | RESURSINDIKATORER,toc | xlsx_heading_search,personal_kompetens_och_resurser,81,81,327,data/corpus_2026/texts/sections/2009/R2009_S038_kostnader.txt
R2009_S039,R2009,2009,39,26. a vvikelse från standardkostnad,26. a vvikelse från standardkostnad | god vård Som indikator på resultatet av det förebyggande arbetet redovisas förekomsten av all- varliga fallskador bland äldre personer. I Sverige lades knappt 60 av 1 000 personer,toc,ovrigt,82,83,414,data/corpus_2026/texts/sections/2009/R2009_S039_26-a-vvikelse-fran-standardkostnad.txt
R2009_S040,R2009,2009,40,Personalens utbildningsnivå,27. personal med vård- och omsorgsutbildning på gymnasienivå | Personalens utbildningsnivå,toc,jamlikhet_och_minoritetsperspektiv,84,85,370,data/corpus_2026/texts/sections/2009/R2009_S040_personalens-utbildningsniva.txt
R2009_S041,R2009,2009,41,28. personal med eftergymnasial vård- och omsorgsutbildning,28. personal med eftergymnasial vård- och omsorgsutbildning,toc,personal_kompetens_och_resurser,86,87,244,data/corpus_2026/texts/sections/2009/R2009_S041_28-personal-med-eftergymnasial-vard-och-omsorgsutb.txt
R2009_S042,R2009,2009,42,BAKgRUNDSMå TT,BAKgRUNDSMå TT | Kostnad för särskilt boende och för insatser i ordinärt boende,toc,ovrigt,88,89,480,data/corpus_2026/texts/sections/2009/R2009_S042_bakgrundsma-tt.txt
R2009_S043,R2009,2009,43,Omfattning av äldreomsorg,Omfattning av äldreomsorg,toc,ovrigt,90,91,444,data/corpus_2026/texts/sections/2009/R2009_S043_omfattning-av-aldreomsorg.txt
R2009_S044,R2009,2009,44,6. att mäta eFFeKtivitet och proDuKtivitet inom vårD och omsorg om älDre,6. att mäta eFFeKtivitet och proDuKtivitet inom vårD och omsorg om älDre,toc,brukarperspektiv_och_kvalitet,92,101,2497,data/corpus_2026/texts/sections/2009/R2009_S044_6-att-mata-effektivitet-och-produktivitet-inom-var.txt
R2009_S045,R2009,2009,45,"personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där","personalkontinuitet hade en kommun med i snitt 22 olika personer. Brukarna har angivit ett NKI (Nöjd Kund Index) på 70 för särskilt boende som hel- het, och 73 för hemtjänsten som helhet. NKI är ett värde mellan 0 och 100, där",toc,omsorgsinsatser_och_boende,102,166,66647,data/corpus_2026/texts/sections/2009/R2009_S045_personalkontinuitet-hade-en-kommun-med-i-snitt-22.txt
R2010_S001,R2010,2010,1,KapITel,KapITel | Pages 1-10,fallback_10_page | toc,ovrigt,1,1,176,data/corpus_2026/texts/sections/2010/R2010_S001_kapitel.txt
R2010_S002,R2010,2010,2,15Öppna jämförelser. Vård och omsorg om äldre 2010. KapITel,15Öppna jämförelser. Vård och omsorg om äldre 2010. KapITel,toc,metod_indikatorer_och_datakallor,2,4,137,data/corpus_2026/texts/sections/2010/R2010_S002_15oppna-jamforelser-vard-och-omsorg-om-aldre-2010.txt
R2010_S003,R2010,2010,3,Tillgänglighet,Personal och kompetens | Riskfylld användning av läkemedel | Tillgänglighet,xlsx_heading_search,ovrigt,5,5,259,data/corpus_2026/texts/sections/2010/R2010_S003_tillganglighet.txt
R2010_S004,R2010,2010,4,Fallskador,Bemötandet i hemtjänst | Bemötandet i särskilt boende | Eftersamtal med närstående | Fallskador | Funktionsförmåga tre månader efter stroke | Hälsotillstånd tre månader efter stroke | Hemtjänsten | Hemtjänsten som helhet | Inflytande i hemtjänst | Inflytande inom särskilt boende | Informerande samtal med döende | Kommunens information | Läkemedelsgenomgångar | Maten i hemtjänst | Maten i särskilt boende | Någon närvarande i dödsögonblicket | Riskbedömning avseende fall | Riskbedömning avseende undernäring | Riskbedömning avseende utveckling av trycksår | Riskförebyggande arbete | Särskilt boende | Särskilt boende som helhet | Smärtskattning sista levnadsveckan | Social samvaro och aktivitet i hemtjänst | Social samvaro och aktivitet inom särskilt boende | Väntetid till särskilt boende | Vård och omsorg vid specifika behov,xlsx_heading_search,lakemedel_och_patientsakerhet,6,6,215,data/corpus_2026/texts/sections/2010/R2010_S004_fallskador.txt
R2010_S005,R2010,2010,5,Standardkostnad,Avvikelse från standardkostnad | Bakgrundsindikatorer | Förskrivning av läkemedel med antikolinerga effekter | Förskrivning av riskfyllda läkemedelskombinationer | Personal med vård- och omsorgsutbildning på gymnasienivå | Personalkontinuitet inom hemtjänsten | Samtidig förskrivning av tio eller fler läkemedel | Samtidig förskrivning av tre eller fler psykofarmaka | Standardkostnad,xlsx_heading_search,ovrigt,7,10,718,data/corpus_2026/texts/sections/2010/R2010_S005_standardkostnad.txt
R2010_S006,R2010,2010,6,Pages 11-20,Pages 11-20,fallback_10_page,ovrigt,11,20,2244,data/corpus_2026/texts/sections/2010/R2010_S006_pages-11-20.txt
R2010_S007,R2010,2010,7,Pages 21-30,Pages 21-30,fallback_10_page,ovrigt,21,30,2234,data/corpus_2026/texts/sections/2010/R2010_S007_pages-21-30.txt
R2010_S008,R2010,2010,8,Pages 31-40,Pages 31-40,fallback_10_page,ovrigt,31,40,2953,data/corpus_2026/texts/sections/2010/R2010_S008_pages-31-40.txt
R2010_S009,R2010,2010,9,Pages 41-50,Pages 41-50,fallback_10_page,ovrigt,41,50,3007,data/corpus_2026/texts/sections/2010/R2010_S009_pages-41-50.txt
R2010_S010,R2010,2010,10,Pages 51-60,Pages 51-60,fallback_10_page,ovrigt,51,60,2250,data/corpus_2026/texts/sections/2010/R2010_S010_pages-51-60.txt
R2010_S011,R2010,2010,11,Pages 61-70,Pages 61-70,fallback_10_page,ovrigt,61,70,3381,data/corpus_2026/texts/sections/2010/R2010_S011_pages-61-70.txt
R2010_S012,R2010,2010,12,Pages 71-80,Pages 71-80,fallback_10_page,ovrigt,71,79,5239,data/corpus_2026/texts/sections/2010/R2010_S012_pages-71-80.txt
R2010_S013,R2010,2010,13,"i äldreomsorgen. I de indikatorer som redovisas synliggörs könsrelaterade skillnader i resultat med hjälp av könsuppdelad statistik. Indikatorer och datakällor Till mycket stor del avser vården och omsorgen om äldre, personer som är","i äldreomsorgen. I de indikatorer som redovisas synliggörs könsrelaterade skillnader i resultat med hjälp av könsuppdelad statistik. Indikatorer och datakällor Till mycket stor del avser vården och omsorgen om äldre, personer som är",toc,metod_indikatorer_och_datakallor,80,80,866,data/corpus_2026/texts/sections/2010/R2010_S013_i-aldreomsorgen-i-de-indikatorer-som-redovisas-syn.txt
R2010_S014,R2010,2010,14,Pages 81-90,Pages 81-90,fallback_10_page,ovrigt,81,90,9656,data/corpus_2026/texts/sections/2010/R2010_S014_pages-81-90.txt
R2010_S015,R2010,2010,15,Pages 91-100,Pages 91-100,fallback_10_page,ovrigt,91,100,7529,data/corpus_2026/texts/sections/2010/R2010_S015_pages-91-100.txt
R2010_S016,R2010,2010,16,Pages 101-110,Pages 101-110,fallback_10_page,ovrigt,101,110,6646,data/corpus_2026/texts/sections/2010/R2010_S016_pages-101-110.txt
R2010_S017,R2010,2010,17,Pages 111-120,Pages 111-120,fallback_10_page,ovrigt,111,120,11456,data/corpus_2026/texts/sections/2010/R2010_S017_pages-111-120.txt
R2010_S018,R2010,2010,18,Pages 121-130,Pages 121-130,fallback_10_page,ovrigt,121,130,11482,data/corpus_2026/texts/sections/2010/R2010_S018_pages-121-130.txt
R2010_S019,R2010,2010,19,Pages 131-140,Pages 131-140,fallback_10_page,ovrigt,131,140,8342,data/corpus_2026/texts/sections/2010/R2010_S019_pages-131-140.txt
R2010_S020,R2010,2010,20,Pages 141-150,Pages 141-150,fallback_10_page,ovrigt,141,150,5793,data/corpus_2026/texts/sections/2010/R2010_S020_pages-141-150.txt
R2011_S001,R2011,2011,1,Pages 1-10,dikator från det nationella kvalitetsregistret Senior Alert. Tre läkemedelsindikatorer har tagits bort och Inledning KapItel | Pages 1-10,fallback_10_page | toc,ovrigt,1,1,165,data/corpus_2026/texts/sections/2011/R2011_S001_pages-1-10.txt
R2011_S002,R2011,2011,2,"t olkning av resultat, indikatorer och datakällor KapItel","t olkning av resultat, indikatorer och datakällor KapItel",toc,metod_indikatorer_och_datakallor,2,4,97,data/corpus_2026/texts/sections/2011/R2011_S002_t-olkning-av-resultat-indikatorer-och-datakallor-k.txt
R2011_S003,R2011,2011,3,Fall,"Bemötande | Bemötande och inflytande | Fall | Fall, undernäring och trycksår | Mat och aktivitet | Stöd i särskilda situationer | Tillgänglighet | Trycksår | Trygghet | Undernäring",xlsx_heading_search,lakemedel_och_patientsakerhet,5,6,246,data/corpus_2026/texts/sections/2011/R2011_S003_fall.txt
R2011_S004,R2011,2011,4,Kostnader,De äldres bedömning av omsorgen i sin helhet | Delaktighet och inflytande | Hälsa och psykiskt välbefinnande | Kostnader | Läkemedel | Läkemedelsgenomgångar | Mat och måltidsmiljö | Omfattningen av kommunernas insatser | Personalkontinuitet och utbildning | Riskfylld läkemedelsbehandling | Sammantagen resultatindikator | Stöd i livets slutskede,xlsx_heading_search,personal_kompetens_och_resurser,7,9,596,data/corpus_2026/texts/sections/2011/R2011_S004_kostnader.txt
R2011_S005,R2011,2011,5,"och delfrågorna redovisas i form av andelen äldre som uppgav att de var mycket nöjda med olika aspekter av omsorgen. Andelen mycket nöjda beräknas utifrån an- delen som svarade 8-10 på den 10-gradiga skalan, där","och delfrågorna redovisas i form av andelen äldre som uppgav att de var mycket nöjda med olika aspekter av omsorgen. Andelen mycket nöjda beräknas utifrån an- delen som svarade 8-10 på den 10-gradiga skalan, där",toc,brukarperspektiv_och_kvalitet,10,10,2,data/corpus_2026/texts/sections/2011/R2011_S005_och-delfragorna-redovisas-i-form-av-andelen-aldre.txt
R2011_S006,R2011,2011,6,Pages 11-20,Pages 11-20,fallback_10_page,ovrigt,11,20,2804,data/corpus_2026/texts/sections/2011/R2011_S006_pages-11-20.txt
R2011_S007,R2011,2011,7,Pages 21-30,Pages 21-30,fallback_10_page,ovrigt,21,30,3731,data/corpus_2026/texts/sections/2011/R2011_S007_pages-21-30.txt
R2011_S008,R2011,2011,8,Pages 31-40,Pages 31-40,fallback_10_page,ovrigt,31,40,3775,data/corpus_2026/texts/sections/2011/R2011_S008_pages-31-40.txt
R2011_S009,R2011,2011,9,Pages 41-50,Pages 41-50,fallback_10_page,ovrigt,41,50,3551,data/corpus_2026/texts/sections/2011/R2011_S009_pages-41-50.txt
R2011_S010,R2011,2011,10,Pages 51-60,Pages 51-60,fallback_10_page,ovrigt,51,60,6372,data/corpus_2026/texts/sections/2011/R2011_S010_pages-51-60.txt
R2011_S011,R2011,2011,11,Pages 61-70,Pages 61-70,fallback_10_page,ovrigt,61,70,9219,data/corpus_2026/texts/sections/2011/R2011_S011_pages-61-70.txt
R2011_S012,R2011,2011,12,Pages 71-80,Pages 71-80,fallback_10_page,ovrigt,71,80,8052,data/corpus_2026/texts/sections/2011/R2011_S012_pages-71-80.txt
R2011_S013,R2011,2011,13,Pages 81-90,Pages 81-90,fallback_10_page,ovrigt,81,90,9177,data/corpus_2026/texts/sections/2011/R2011_S013_pages-81-90.txt
R2011_S014,R2011,2011,14,Pages 91-100,Pages 91-100,fallback_10_page,ovrigt,91,100,7906,data/corpus_2026/texts/sections/2011/R2011_S014_pages-91-100.txt
R2011_S015,R2011,2011,15,Pages 101-110,Pages 101-110,fallback_10_page,ovrigt,101,110,6070,data/corpus_2026/texts/sections/2011/R2011_S015_pages-101-110.txt
R2011_S016,R2011,2011,16,Pages 111-120,Pages 111-120,fallback_10_page,ovrigt,111,120,5860,data/corpus_2026/texts/sections/2011/R2011_S016_pages-111-120.txt
R2011_S017,R2011,2011,17,Pages 121-130,Pages 121-130,fallback_10_page,ovrigt,121,130,7229,data/corpus_2026/texts/sections/2011/R2011_S017_pages-121-130.txt
R2011_S018,R2011,2011,18,Pages 131-140,Pages 131-140,fallback_10_page,ovrigt,131,140,7812,data/corpus_2026/texts/sections/2011/R2011_S018_pages-131-140.txt
R2011_S019,R2011,2011,19,Pages 141-150,Pages 141-150,fallback_10_page,ovrigt,141,150,7834,data/corpus_2026/texts/sections/2011/R2011_S019_pages-141-150.txt
R2011_S020,R2011,2011,20,Pages 151-160,Pages 151-160,fallback_10_page,ovrigt,151,160,9229,data/corpus_2026/texts/sections/2011/R2011_S020_pages-151-160.txt
R2011_S021,R2011,2011,21,Pages 161-168,Pages 161-168,fallback_10_page,ovrigt,161,168,4446,data/corpus_2026/texts/sections/2011/R2011_S021_pages-161-168.txt
R2012_S001,R2012,2012,1,Pages 1-10,Pages 1-10,fallback_10_page,ovrigt,1,6,526,data/corpus_2026/texts/sections/2012/R2012_S001_pages-1-10.txt
R2012_S002,R2012,2012,2,Trygghet,"Äldres psykiska hälsa | Behov och individuell anpassning | Bemötande | Boendemiljö | De äldres bedömning av omsorgen i sin helhet | Demens och Alzheimers sjukdom | Fall, undernäring och trycksår | Inflytande och delaktighet | Information | Kontinuitet och tid | Kostnader | Läkemedel | Mat och måltidsmiljö | Sammanhållen vård och omsorg | Stöd i livets slutskede | Stöd och hjälp efter stroke | Tillgänglighet till vård och omsorg | Trygghet | Urininkontinens | Utevistelser och sociala aktiviteter",xlsx_heading_search,brukarperspektiv_och_kvalitet,7,10,522,data/corpus_2026/texts/sections/2012/R2012_S002_trygghet.txt
R2012_S003,R2012,2012,3,Pages 11-20,Pages 11-20,fallback_10_page,ovrigt,11,20,3423,data/corpus_2026/texts/sections/2012/R2012_S003_pages-11-20.txt
R2012_S004,R2012,2012,4,Pages 21-30,Pages 21-30,fallback_10_page,ovrigt,21,24,2115,data/corpus_2026/texts/sections/2012/R2012_S004_pages-21-30.txt
R2012_S005,R2012,2012,5,antal beviljade hemtjänsttimmar som en indikation på vård­ och omsorgsbehov. Andelen personer med,antal beviljade hemtjänsttimmar som en indikation på vård­ och omsorgsbehov. Andelen personer med | betyder att kommunens värde för indikatorn hör till de 25 procent av kommunerna med bäst värden i för ­ hållande till de andra kommunerna. Rött får de,toc,omsorgsinsatser_och_boende,25,30,2843,data/corpus_2026/texts/sections/2012/R2012_S005_antal-beviljade-hemtjansttimmar-som-en-indikation.txt
R2012_S006,R2012,2012,6,Pages 31-40,Pages 31-40,fallback_10_page,ovrigt,31,40,4220,data/corpus_2026/texts/sections/2012/R2012_S006_pages-31-40.txt
R2012_S007,R2012,2012,7,Pages 41-50,Pages 41-50,fallback_10_page,ovrigt,41,50,3943,data/corpus_2026/texts/sections/2012/R2012_S007_pages-41-50.txt
R2012_S008,R2012,2012,8,Pages 51-60,Pages 51-60,fallback_10_page,ovrigt,51,59,4320,data/corpus_2026/texts/sections/2012/R2012_S008_pages-51-60.txt
R2012_S009,R2012,2012,9,samtidigt mellan två och elva procent. Behandlingen ökar risken för fall och andra biverkningar. Förebyggande åtgärder > Förebyggande åtgärder har genomförts för cirka,samtidigt mellan två och elva procent. Behandlingen ökar risken för fall och andra biverkningar. Förebyggande åtgärder > Förebyggande åtgärder har genomförts för cirka,toc,lakemedel_och_patientsakerhet,60,60,447,data/corpus_2026/texts/sections/2012/R2012_S009_samtidigt-mellan-tva-och-elva-procent-behandlingen.txt
R2012_S010,R2012,2012,10,Pages 61-70,Pages 61-70,fallback_10_page,ovrigt,61,70,4308,data/corpus_2026/texts/sections/2012/R2012_S010_pages-61-70.txt
R2012_S011,R2012,2012,11,Pages 71-80,Pages 71-80,fallback_10_page,ovrigt,71,80,4439,data/corpus_2026/texts/sections/2012/R2012_S011_pages-71-80.txt
R2012_S012,R2012,2012,12,Pages 81-90,Pages 81-90,fallback_10_page,ovrigt,81,90,4107,data/corpus_2026/texts/sections/2012/R2012_S012_pages-81-90.txt
R2012_S013,R2012,2012,13,Pages 91-100,Pages 91-100,fallback_10_page,ovrigt,91,97,2643,data/corpus_2026/texts/sections/2012/R2012_S013_pages-91-100.txt
R2012_S014,R2012,2012,14,tens omfattning och den egna verksamhetens utform ­ ning. Av kommunerna och stadsdelarna besvarade,tens omfattning och den egna verksamhetens utform ­ ning. Av kommunerna och stadsdelarna besvarade,toc,ovrigt,98,100,1181,data/corpus_2026/texts/sections/2012/R2012_S014_tens-omfattning-och-den-egna-verksamhetens-utform.txt
